"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 19 19:39:22 MSK 2023","Sun Nov 19 19:39:30 MSK 2023","7996","","test_goto","","","","Мониторинг сетевых запросов",""
